,Unnamed: 0,title,author,avg_rate,number_of_ratings,link,plot_summary,tags,reviews
541,562,The Elephant Man,Bernard Pomerance,4.12,10612.0,/book/show/156377.The_Elephant_Man,"The Last Tycoon, edited by the renowned literary critic Edmund Wilson, was first published a year after Fitzgerald's death and includes the author's notes and outline for his unfinished literary masterpiece. It is the story of the young Hollywood mogul Monroe Stahr, a character inspired by the life of boy-genius Irving Thalberg, and is an exposé of the studio system in its heyday.","['Plays', 'Drama', 'Classics', 'Fiction', 'Plays', 'Theatre', 'Historical', 'Historical Fiction', 'Historical', 'Disability', 'Academic', 'School', 'Philosophy']",129.0
542,563,The Love of the Last Tycoon,F. Scott Fitzgerald,3.65,10462.0,/book/show/16857.The_Love_of_the_Last_Tycoon,"An alternate cover of this ISBN can be found here.Nobel Prize winner Yasunari Kawabata’s Thousand Cranes is a luminous story of desire, regret, and the almost sensual nostalgia that binds the living to the dead.   While attending a traditional tea ceremony in the aftermath of his parents’ deaths, Kikuji encounters his father’s former mistress, Mrs. Ota. At first Kikuji is appalled by her indelicate nature, but it is not long before he succumbs to passion—a passion with tragic and unforeseen consequences, not just for the two lovers, but also for Mrs. Ota’s daughter, to whom Kikuji’s attachments soon extend. Death, jealousy, and attraction convene around the delicate art of the tea ceremony, where every gesture is imbued with profound meaning.","['Classics', 'Fiction', 'Literature', 'Literature', 'American', 'Novels', 'Literature', 'Literary Fiction', 'Historical', 'Historical Fiction', 'Classics', 'Classic Literature', 'Romance']",791.0
543,564,Thousand Cranes,Yasunari Kawabata,3.75,9826.0,/book/show/14027.Thousand_Cranes,"Alternate Cover Edition ISBN 0486280616 (ISBN13: 9780486280615)Referring to Adventures of Huckleberry Finn, H. L. Mencken noted that his discovery of this classic American novel was ""the most stupendous event of my whole life""; Ernest Hemingway declared that ""all modern American literature stems from this one book,"" while T. S. Eliot called Huck ""one of the permanent symbolic figures of fiction, not unworthy to take a place with Ulysses, Faust, Don Quixote, Don Juan, Hamlet...""The novel's preeminence derives from its wonderfully imaginative re-creation of boyhood adventures along the Mississippi River, its inspired characterization, the author's remarkable ear for dialogue, and the book's understated development of serious underlying themes: ""natural"" man versus ""civilized"" society, the evils of slavery, the innate value and dignity of human beings, and other topics. But most of all, Adventures of Huckleberry Finn is a wonderful story-filled with high adventure and unforgettable characters (including the great river itself) -that no one who has read it will ever forget.(back cover)","['Cultural', 'Japan', 'Fiction', 'Asian Literature', 'Japanese Literature', 'Classics', 'Cultural', 'Asia', 'Literature', 'Novels', 'Literature', 'Asian Literature', 'Nobel Prize', 'Romance']",868.0
544,565,Adventures of Huckleberry Finn,Mark Twain,3.82,1179006.0,/book/show/494178.Adventures_of_Huckleberry_Finn,"I spent five years of my life being treated for cancer, but since then I've spent fifteen years being treated for nothing other than looking different from everyone else. It was the pain from that, from feeling ugly, that I always viewed as the great tragedy of my life. The fact that I had cancer seemed minor in comparison.At age nine, Lucy Grealy was diagnosed with a potentially terminal cancer. When she returned to school with a third of her jaw removed, she faced the cruel taunts of classmates. In this strikingly candid memoir, Grealy tells her story of great suffering and remarkable strength without sentimentality and with considerable wit. Vividly portraying the pain of peer rejection and the guilty pleasures of wanting to be special, Grealy captures with unique insight what it is like as a child and young adult to be torn between two warring impulses: to feel that more than anything else we want to be loved for who we are, while wishing desperately and secretly to be perfect.","['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Literature', 'Young Adult', 'Adventure', 'Academic', 'School', 'Novels', 'Academic', 'Read For School', 'Literature', 'American']",16227.0
545,566,Autobiography of a Face,Lucy Grealy,3.96,25518.0,/book/show/534255.Autobiography_of_a_Face,"At all times wonderfully evocative and poignant, Cider With Rosie is a charming memoir of Laurie Lee's childhood in a remote Cotswold village, a world that is tangibly real and yet reminiscent of a now distant past.In this idyllic pastoral setting, unencumbered by the callous father who so quickly abandoned his family responsibilities, Laurie's adoring mother becomes the centre of his world as she struggles to raise a growing family against the backdrop of the Great War.The sophisticated adult author's retrospective commentary on events is endearingly juxtaposed with that of the innocent, spotty youth, permanently prone to tears and self-absorption.Rosie's identity from the novel Cider with Rosie was kept secret for 25 years. She was Rose Buckland, Lee's cousin by marriage.From the Paperback edition.","['Autobiography', 'Memoir', 'Nonfiction', 'Biography', 'Biography Memoir', 'Biography', 'Autobiography', 'Medical', 'Disability', 'Psychology', 'Book Club', 'Health', 'Medicine']",1601.0
546,567,Cider with Rosie,Laurie Lee,3.91,11383.0,/book/show/292314.Cider_with_Rosie,"Divided between her love of the land and the harshness of farming life, young Chris Guthrie finally decides to stay in the rural community of her childhood. Yet World War I and the changes that follow make her a widow and mock the efforts of her youth.","['Classics', 'Nonfiction', 'Autobiography', 'Memoir', 'Biography', 'Biography', 'Autobiography', 'European Literature', 'British Literature', 'Biography Memoir', 'Literature', 'Classics', 'Modern Classics', 'History']",877.0
547,568,"Sunset Song (A Scots Quair, #1)",Lewis Grassic Gibbon,3.95,3639.0,/book/show/1203812.Sunset_Song,"In an era in which journalists will stop at nothing to break a big story, Henrich Böll's The Lost Honor of Katharina Blum has taken on heightened relevance. A young woman's association with a hunted man makes her the target of a journalist determined to grab the headlines by portraying her as an evil woman. As the attacks on her escalate and she becomes the victim of anonymous threats, Katharina sees only one way out of her nightmare.Turning the mystery genre on its head, the novel begins with the confession of a crime, drawing the reader into a web of sensationalism, character assassination, and the unavoidable eruption of violence.","['Classics', 'Fiction', 'Cultural', 'Scotland', 'Historical', 'Historical Fiction', 'Literature', 'Novels', 'War', 'Historical', 'European Literature', 'British Literature', 'Literature']",302.0
548,569,The Lost Honor of Katharina Blum,Heinrich Böll,3.7,12066.0,/book/show/69880.The_Lost_Honor_of_Katharina_Blum,"The inspiration for the major motion picture Ithaca,  directed by and starring Meg Ryan--with a cast that includes Sam Shepard, Hamish Linklater, Alex Neustaedter, Jack Quaid, and Tom HanksThe place is Ithaca, in California's San Joaquin Valley. The time is World War II. The family is the Macauley's--a mother, sister, and three brothers whose struggles and dreams reflect those of America's second-generation immigrants. . . . In particular, fourteen-year-old Homer, determined to become one of the fastest telegraph messengers in the West, finds himself caught between reality and illusion as delivering his messages of wartime death, love, and money brings him face-to-face with human emotion at its most naked and raw.Gentle, poignant and richly autobiographical, this delightful novel shows us the boy becoming the man in a world that even in the midst of war, appears sweeter, safer and more livable than out own.","['Fiction', 'European Literature', 'German Literature', 'Classics', 'Cultural', 'Germany', 'Literature', 'Literature', 'Novels', 'Nobel Prize', 'Mystery', 'Crime', 'Literary Fiction']",719.0
549,570,The Human Comedy,William Saroyan,4.02,4945.0,/book/show/836679.The_Human_Comedy,"These lively stories follow Rey Castaneda from sixth through eighth grade in Nuevo Penitas, Texas. One side of Rey's family lives nearby in Mexico, the other half in Texas, and Rey fits in on both sides of the border. In Nuevo Penitas, he enjoys fooling around with his pals in the barrio; at school, he's one of the ""A list"" kids.As Rey begins to cross the border from childhood into manhood, he turns from jokes and games to sense the meaning of work, love, poverty, and grief, and what it means to be a proud Chicano-moments that sometimes propel him to show feelings un hombre should never express. It's a new territory where Rey longs to follow the example his hardworking, loving father has set for him.","['Fiction', 'Classics', 'Historical', 'Historical Fiction', 'Novels', 'Literature', 'Literature', 'American', 'Drama', 'Young Adult', 'Coming Of Age', 'The United States Of America', 'Classics', 'Classic Literature']",507.0
550,571,The Jumping Tree,René Saldaña Jr.,3.91,138.0,/book/show/853303.The_Jumping_Tree,"Today I moved to a twelve-acre rock covered with cement, topped with bird turd and surrounded by water. I'm not the only kid who lives here. There's my sister, Natalie, except she doesn't count. And there are twenty-three other kids who live on the island because their dads work as guards or cook's or doctors or electricians for the prison, like my dad does. Plus, there are a ton of murderers, rapists, hit men, con men, stickup men, embezzlers, connivers, burglars, kidnappers and maybe even an innocent man or two, though I doubt it. The convicts we have are the kind other prisons don't want. I never knew prisons could be picky, but I guess they can. You get to Alcatraz by being the worst of the worst. Unless you're me. I came here because my mother said I had to.","['Young Adult', 'Realistic Fiction', 'Fiction', 'Young Adult', 'Coming Of Age']",34.0
551,572,"Al Capone Does My Shirts (Tales from Alcatraz, #1)",Gennifer Choldenko,3.84,41732.0,/book/show/89716.Al_Capone_Does_My_Shirts,"For 15-year-old Michael Berg, a chance meeting with an older woman leads to far more than he ever imagined. The woman in question is Hanna, and before long they embark on a passionate, clandestine love affair which leaves Michael both euphoric and confused. For Hanna is not all she seems.Years later, as a law student observing a trial in Germany, Michael is shocked to realize that the person in the dock is Hanna. The woman he had loved is a criminal. Much about her behaviour during the trial does not make sense. But then suddenly, and terribly, it does - Hanna is not only obliged to answer for a horrible crime, she is also desperately concealing an even deeper secret","['Historical', 'Historical Fiction', 'Young Adult', 'Fiction', 'Historical', 'Childrens', 'Childrens', 'Middle Grade', 'Realistic Fiction', 'Childrens', 'Juvenile', 'Family', 'Academic', 'School']",4011.0
552,573,The Reader,Bernhard Schlink,3.76,177578.0,/book/show/1090378.The_Reader,"In this remarkable and elegant work, acclaimed Yale Law School professor Kenji Yoshino fuses legal manifesto and poetic memoir to call for a redefinition of civil rights in our law and culture.Everyone covers. To cover is to downplay a disfavored trait so as to blend into the mainstream. Because all of us possess stigmatized attributes, we all encounter pressure to cover in our daily lives. Given its pervasiveness, we may experience this pressure to be a simple fact of social life.Against conventional understanding, Kenji Yoshino argues that the demand to cover can pose a hidden threat to our civil rights. Though we have come to some consensus against penalizing people for differences based on race, sex, sexual orientation, religion, and disability, we still routinely deny equal treatment to people who refuse to downplay differences along these lines. Racial minorities are pressed to “act white” by changing their names, languages, or cultural practices. Women are told to “play like men” at work. Gays are asked not to engage in public displays of same-sex affection. The devout are instructed to minimize expressions of faith, and individuals with disabilities are urged to conceal the paraphernalia that permit them to function. In a wide-ranging analysis, Yoshino demonstrates that American civil rights law has generally ignored the threat posed by these covering demands. With passion and rigor, he shows that the work of civil rights will not be complete until it attends to the harms of coerced conformity. At the same time, Yoshino is responsive to the American exasperation with identity politics, which often seems like an endless parade of groups asking for state and social solicitude. He observes that the ubiquity of the covering demand provides an opportunity to lift civil rights into a higher, more universal register. Since we all experience the covering demand, we can all make common cause around a new civil rights paradigm based on our desire for authenticity–a desire that brings us together rather than driving us apart. Yoshino’s argument draws deeply on his personal experiences as a gay Asian American. He follows the Romantics in his belief that if a human life is described with enough particularity, the universal will speak through it. The result is a work that combines one of the most moving memoirs written in years with a landmark manifesto on the civil rights of the future.


“This brilliantly argued and engaging book does two things at once, and it does them both astonishingly well. First, it's a finely grained memoir of young man’s struggles to come to terms with his sexuality, and second, it's a powerful argument for a whole new way of thinking about civil rights and how our society deals with difference. This book challenges us all to confront our own unacknowledged biases, and it demands that we take seriously the idea that there are many different ways to be human. Kenji Yoshino is the face and the voice of the new civil rights.” -Barbara Ehrenreich, author of Nickel and Dimed“Kenji Yoshino has not only given us an important, compelling new way to understand civil rights law, a major accomplishment in itself, but with great bravery and honesty, he has forged his argument from the cauldron of his own experience. In clear, lyrical prose, Covering quite literally brings the law to life. The result is a book about our public and private selves as convincing to the spirit as it is to the mind.” -Adam Haslett, author of You Are Not A Stranger Here“Kenji Yoshino's work is often moving and always clarifying. Covering elaborates an original, arresting account of identity and authenticity in American culture.”-Anthony Appiah, author of The Ethics of Identity and Laurance S. Rockefeller University Professor Of Philosophy at Princeton University“This stunning book introduces three faces of the remarkable Kenji Yoshino: a writer of poetic beauty; a soul of rare reflectivity and decency; and a brilliant lawyer and scholar, passionately committed to uncovering human rights. Like W.E.B. DuBois's The Souls of Black Folk and Betty Friedan's The Feminine Mystique, this book fearlessly blends gripping narrative with insightful analysis to further the cause of human emancipation. And like those classics, it should explode into America's consciousness.”-Harold Hongju Koh Dean, Yale Law School and former Assistant Secretary of State for Human Rights“Covering is a magnificent work - so eloquently and powerfully written I literally could not put it down. Sweeping in breadth, brilliantly argued, and filled with insight, humor, and erudition, it offers a fundamentally new perspective on civil rights and discrimination law. This extraordinary book is many things at once: an intensely moving personal memoir; a breathtaking historical and cultural synthesis of assimilation and American equality law; an explosive new paradigm for transcending the morass of identity politics; and in parts, pure poetry. No one interested in civil rights, sexuality, discrimination - or simply human flourishing - can afford to miss it.” -Amy Chua, author of World on Fire“In this stunning, original book, Kenji Yoshino demonstrates that the struggle for gay rights is not only a struggle to liberate gays---it is a struggle to free all of us, straight and gay, male and female, white and black, from the pressures and temptations to cover vital aspects of ourselves and deprive ourselves and others of our full humanity. Yoshino is both poet and lawyer, and by joining an exquisitely observed personal memoir with a historical analysis of civil rights, he shows why gay rights is so controversial at present, why “covering” is the issue of contention, and why the “covering demand,” universal in application, is the civil rights issue of our time. This is a beautifully written, brilliant and hopeful book, offering a new understanding of what is at stake in our fight for human rights.” -Carol Gilligan, author of In a Different Voice","['Fiction', 'Historical', 'Historical Fiction', 'Classics', 'European Literature', 'German Literature', 'World War II', 'Holocaust', 'Romance', 'Historical', 'Cultural', 'Germany', 'War', 'War', 'World War II']",10580.0
553,574,Covering: The Hidden Assault on Our Civil Rights,Kenji Yoshino,4.11,1280.0,/book/show/255301.Covering,"Oxford World's Classics1998 is the quincentenary of Vasco da Gama's voyage via southern Africa to India, the voyage celebrated in this new translation of one of the greatest poems of the Renaissance. Portugal's supreme poet Camoes was the first major European artist to cross the equator. The freshness of that original encounter with Africa and India is the very essence of Camoes's vision. The first translation of The Lusiads for almost half a century, this new edition is complemented by an illuminating introduction and extensive notes.","['Nonfiction', 'Law', 'LGBT', 'GLBT', 'Queer', 'Race', 'Politics', 'Autobiography', 'Memoir', 'Social Movements', 'Social Justice', 'Biography', 'LGBT', 'Gay']",158.0
554,575,The Lusiads,Luís de Camões,4.01,7224.0,/book/show/797165.The_Lusiads,"Will Scarlet is good at two things: stealing from the rich and keeping secrets - skills that are in high demand in Robin Hood's band of thieves, who protect the people of Nottingham from the evil sheriff. Scarlet's biggest secret of all is one only Robin and his men know...that she is posing as a thief; that the slip of a boy who is fast with sharp knives is really a girl.The terrible events in her past that led Scarlet to hide her real identity are in danger of being exposed when the thief taker Lord Gisbourne arrives in town to rid Nottingham of the Hood and his men once and for all. As Gisbourne closes in and puts innocent lives at risk, Scarlet must decide how much the people of Nottingham mean to her, especially John Little, a flirtatious fellow outlaw, and Robin, whose quick smiles have the rare power to unsettle her. There is real honor among these thieves and so much more - making this a fight worth dying for.","['Poetry', 'Classics', 'European Literature', 'Portuguese Literature', 'Fiction', 'Cultural', 'Portugal', 'Literature', 'Epic', 'Academic', 'School', 'Historical', 'Historical Fiction', 'Literature']",234.0
555,576,"Scarlet (Scarlet, #1)",A.C. Gaughen,3.93,23811.0,/book/show/11983940-scarlet,A biography tracing the personal life and baseball career of Derek Jeter.,"['Young Adult', 'Historical', 'Historical Fiction', 'Fantasy', 'Romance', 'Retellings', 'Historical', 'Adventure', 'Fiction', 'Fantasy', 'Fairy Tales', 'Young Adult', 'Young Adult Fantasy']",2828.0
556,577,Derek Jeter,Kim Covert,4.3,30.0,/book/show/484092.Derek_Jeter,"The Printz Award–winning classic gets a new look.The Watson family moves to Stoneygate, an old coal-mining town, to care for Kit’s recently widowed grandfather. When Kit meets John Askew, another boy whose family has both worked and died in the mines, Askew invites Kit to join him in playing a game called Death. As Kit’s grandfather tells him stories of the mine’s past and the history of the Watson family, Askew takes Kit into the mines, where the boys look to find the childhood ghosts of their long-gone ancestors. Written in haunting, lyrical prose, Kit’s Wilderness examines the bonds of family from one generation to the next, and explores how meaning and beauty can be revealed from the depths of darkness.A Michael L. Printz Award WinnerAn ALA Notable Book A Publishers Weekly Best Book",[],4.0
557,578,Kit's Wilderness,David Almond,3.7,3535.0,/book/show/306121.Kit_s_Wilderness,"The movement of the train rocked me like a lullaby. I closed my eyes to the dusty countryside and imagined the sign I’d seen only in Gideon’s stories: Manifest—A Town with a rich past and a bright future.Abilene Tucker feels abandoned. Her father has put her on a train, sending her off to live with an old friend for the summer while he works a railroad job. Armed only with a few possessions and her list of universals, Abilene jumps off the train in Manifest, Kansas, aiming to learn about the boy her father once was.Having heard stories about Manifest, Abilene is disappointed to find that it’s just a dried-up, worn-out old town. But her disappointment quickly turns to excitement when she discovers a hidden cigar box full of mementos, including some old letters that mention a spy known as the Rattler. These mysterious letters send Abilene and her new friends, Lettie and Ruthanne, on an honest-to-goodness spy hunt, even though they are warned to “Leave Well Enough Alone.”Abilene throws all caution aside when she heads down the mysterious Path to Perdition to pay a debt to the reclusive Miss Sadie, a diviner who only tells stories from the past. It seems that Manifest’s history is full of colorful and shadowy characters—and long-held secrets. The more Abilene hears, the more determined she is to learn just what role her father played in that history. And as Manifest’s secrets are laid bare one by one, Abilene begins to weave her own story into the fabric of the town.","['Young Adult', 'Fiction', 'Fantasy', 'Historical', 'Historical Fiction', 'Childrens', 'Middle Grade', 'Magical Realism', 'Young Adult', 'Teen', 'Childrens', 'Realistic Fiction', 'Death']",423.0
558,579,Moon Over Manifest,Clare Vanderpool,4.02,31607.0,/book/show/8293938-moon-over-manifest,"This is an alternate cover edition for  9780330397155 Sent in 1910 to live with distant relatives who own a rubber plantation along the Amazon River, English orphan Maia is excited. She believes she is in for brightly colored macaws, enormous butterflies, and ""curtains of sweetly scented orchids trailing from the trees."" Her British classmates warn her of man-eating alligators and wild, murderous Indians. Unfortunately, no one cautions Maia about her nasty, xenophobic cousins, who douse the house in bug spray and forbid her from venturing beyond their coiffed compound. Maia, however, is resourceful enough to find herself smack in the middle of more excitement than she ever imagined, from a mysterious ""Indian"" with an inheritance, to an itinerant actor dreading his impending adolescence, to a remarkable journey down the Amazon in search of the legendary giant sloth.","['Historical', 'Historical Fiction', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Childrens', 'Historical', 'Mystery', 'Childrens', 'Juvenile', 'Realistic Fiction', 'Audiobook']",4695.0
559,580,Journey to the River Sea,Eva Ibbotson,4.2,13197.0,/book/show/853719.Journey_to_the_River_Sea,"Winner of the Pulitzer PrizeWinner of the Los Angeles Times Book PrizeOn a desert island in the heart of the Galapagos archipelago, where Darwin received his first inklings of the theory of evolution, two scientists, Peter and Rosemary Grant, have spent twenty years proving that Darwin did not know the strength of his own theory. For among the finches of Daphne Major, natural selection is neither rare nor slow: it is taking place by the hour, and we can watch.In this dramatic story of groundbreaking scientific research, Jonathan Weiner follows these scientists as they watch Darwin's finches and come up with a new understanding of life itself. The Beak of the Finch is an elegantly written and compelling masterpiece of theory and explication in the tradition of Stephen Jay Gould.With a new preface.","['Historical', 'Historical Fiction', 'Fiction', 'Young Adult', 'Adventure', 'Childrens', 'Childrens', 'Middle Grade', 'Historical', 'Fantasy', 'Novels', 'Travel']",955.0
560,581,The Beak of the Finch: A Story of Evolution in Our Time,Jonathan Weiner,4.17,8417.0,/book/show/125286.The_Beak_of_the_Finch,"Five disparate voices inhabit Ali Smith's dreamlike, mesmerising Hotel World, set in the luxurious anonymity of the Global Hotel, in an unnamed northern English city. The disembodied yet interconnected characters include Sara, a 19-year-old chambermaid who has recently died at the hotel; her bereaved sister, Clare, who visits the scene of Sara's death; Penny, an advertising copywriter who is staying in the room opposite; Lise, the Global's depressed receptionist; and the homeless Else who begs on the street outside. Smith's ambitious prose explores all facets of language and its uses. Sara takes us through the moment of her exit from the world and beyond; in her desperate, fading grip on words and senses she gropes to impart the meaning of her death in what she terms ""the lift for dishes""--then comes a flash of clarity: ""That's the name for it, the name for it; that's it; dumb waiter dumb waiter dumb waiter."" Blended with hers are other voices: Penny's bland journalese and Else's obsession with metaphysical poetry.  Hotel World is not an easy read: disturbing and witty by turns, with its stream-of-consciousness narrators reminiscent of Virgina Woolf's The Waves, its deceptively rambling language is underpinned by a formal construction. Exploring the ""big themes"" of love, death and millennial capitalism, it takes as its starting point Muriel Spark's Momento Mori (""Remember you must die"") and counteracts this axiom with a resolute ""Remember you must live"". Ali Smith's novel is a daring, compelling, and frankly spooky read. --Catherine Taylor","['Science', 'Nonfiction', 'Biology', 'Evolution', 'Science', 'Biology', 'Environment', 'Nature', 'Science', 'Natural History', 'History', 'Animals', 'Birds', 'Animals', 'Science', 'Popular Science']",586.0
561,582,Hotel World,Ali Smith,3.59,5530.0,/book/show/123036.Hotel_World,"Nine-year-old Trisha McFarland strays from the path while she and her recently divorced mother and brother take a hike along a branch of the Appalachian Trail. Lost for days, wandering farther and farther astray, Trisha has only her portable radio for comfort. A huge fan of Tom Gordon, a Boston Red Sox relief pitcher, she listens to baseball games and fantasizes that her hero will save her. Nature isn't her only adversary, though - something dangerous may be tracking Trisha through the dark woods.","['Fiction', 'Contemporary', 'LGBT', 'Literary Fiction', 'Short Stories', 'Novels', 'Literature', 'European Literature', 'British Literature', 'GLBT', 'Queer', 'Literature']",543.0
562,584,Kobe Bryant,Jeff Savage,4.44,283.0,/book/show/2632684-kobe-bryant,"For one family the traditional Hanukkah celebration has a deeper meaning. Amidst the food and the festivities, Grandma and Great-Aunt Rose begin their story -- the one they tell each year. They pass on to each generation a tale of perseverance during the darkest hours of the Holocaust, and the strength it took to continue to honor Hanukkah in the only way they could. Their story reaffirms the values of tradition and family, but also shows us that by continuing to honor the tragedies and the triumphs of the past there will always be hope for the future.","['Sports', 'Basketball', 'Nonfiction']",24.0
563,585,One Candle,Eve Bunting,4.14,304.0,/book/show/2155548.One_Candle,"This scarce antiquarian book is a facsimile reprint of the original. Due to its age, it may contain imperfections such as marks, notations, marginalia and flawed pages. Because we believe this work is culturally important, we have made it available as part of our commitment for protecting, preserving, and promoting the world's literature in affordable, high quality, modern editions that are true to the original work.","['Childrens', 'Picture Books', 'World War II', 'Holocaust', 'Historical', 'Historical Fiction', 'Literature', 'Jewish', 'Childrens', 'Holiday', 'War', 'World War II', 'Family', 'Religion', 'Judaism', 'Holiday', 'Christmas']",72.0
564,586,The Playboy of the Western World,J.M. Synge,3.57,4382.0,/book/show/433025.The_Playboy_of_the_Western_World,"One of the New York Times Book Review's 10 Best Books of 2012Set in northwest London, Zadie Smith’s brilliant tragicomic novel follows four locals—Leah, Natalie, Fox, and Nathan—as they try to make adult lives outside of Caldwell, the council estate of their childhood. In private houses and public parks, at work and at play, these Londoners inhabit a complicated place, as beautiful as it is brutal, where the thoroughfares hide the back alleys and taking the high road can sometimes lead you to a dead end. Depicting the modern urban zone—familiar to city-dwellers everywhere—NW is a quietly devastating novel of encounters, mercurial and vital, like the city itself.","['Plays', 'Drama', 'Classics', 'European Literature', 'Irish Literature', 'Cultural', 'Ireland', 'Plays', 'Theatre', 'Fiction', 'Academic', 'School', 'Literature', 'Literature']",168.0
565,588,Dr. Seuss's ABC,Dr. Seuss,4.08,44144.0,/book/show/7769.Dr_Seuss_s_ABC,"In this fascinating sports biography, students will explore the remarkable life led by baseball superstar Alex Rodriquez, both in the spotlight and out.","['Childrens', 'Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Kids', 'Fantasy', 'Humor', 'Childrens', 'Juvenile', 'Animals']",1503.0
566,589,Meet Alex Rodriguez: Baseball's Lightning Rod,John Smithwick,4.67,3.0,/book/show/271005.Meet_Alex_Rodriguez,"Annie is a young Navajo girl who refuses to believe that her grandmother, the Old One, will die. Sadly, Annie learns that she cannot change the course of life.",[],2.0
567,590,Annie and the Old One,Miska Miles,3.89,1062.0,/book/show/1289331.Annie_and_the_Old_One,"Storm Chasers meets Stranger Things! An action-packed coming-of-age story of both natural disaster and the bravery it takes to face it. When a tornado watch is issued one Tuesday evening in June, twelve-year-old Dan Hatch and his best friend, Arthur, don't think much of it. After all, tornado warnings are a way of life during the summer in Grand Island, Nebraska.But soon enough, the wind begins to howl, and the lights and telephone stop working. Then the emergency siren starts to wail. Dan, his baby brother, and Arthur have only seconds to get to the basement before the monstrous twister is on top of them.Little do they know that even if they do survive the storm, their ordeal will have only just begun...","['Childrens', 'Picture Books', 'Childrens', 'Family', 'Fiction', 'Death', 'Cultural', 'Childrens', 'Juvenile', 'Folk Tales', 'Historical', 'Historical Fiction', 'Academic', 'School']",87.0
568,591,Night of the Twisters,Ivy Ruckman,3.86,2420.0,/book/show/646730.Night_of_the_Twisters,"The Queer Art of Failure is about finding alternatives—to conventional understandings of success in a heteronormative, capitalist society; to academic disciplines that confirm what is already known according to approved methods of knowing; and to cultural criticism that claims to break new ground but cleaves to conventional archives. Judith Halberstam proposes “low theory” as a mode of thinking and writing that operates at many different levels at once. Low theory is derived from eccentric archives. It runs the risk of not being taken seriously. It entails a willingness to fail and to lose one’s way, to pursue difficult questions about complicity, and to find counterintuitive forms of resistance. Tacking back and forth between high theory and low theory, high culture and low culture, Halberstam looks for the unexpected and subversive in popular culture, avant-garde performance, and queer art. She pays particular attention to animated children’s films, revealing narratives filled with unexpected encounters between the childish, the transformative, and the queer. Failure sometimes offers more creative, cooperative, and surprising ways of being in the world, even as it forces us to face the dark side of life, love, and libido.","['Fiction', 'Realistic Fiction', 'Childrens', 'Young Adult', 'Historical', 'Historical Fiction', 'Childrens', 'Middle Grade', 'Adventure', 'Childrens', 'Juvenile', 'Adventure', 'Survival', 'Academic', 'School']",349.0
569,592,The Queer Art of Failure,J. Jack Halberstam,4.11,1475.0,/book/show/11161565-the-queer-art-of-failure,"Soar along with Bessie Coleman in this inspirational tale of a woman whose determination reached new heights.Elizabeth ""Bessie"" Coleman was always being told what she could & couldn't do. In an era when Jim Crow laws and segregation were a way of life, it was not easy to survive. Bessie didn't let that stop her. Although she was only 11 when the Wright brothers took their historic flight, she vowed to become the first African -American female pilot. Her sturdy faith and determination helped her overcome obstacles of poverty, racism, and gender discrimination. Innovatively told through a series of monologues.","['GLBT', 'Queer', 'Nonfiction', 'Philosophy', 'Theory', 'LGBT', 'Philosophy', 'Feminism', 'Academic', 'Gender and Sexuality', 'Gender', 'Culture', 'Cultural Studies']",154.0
570,593,Talkin' About Bessie: The Story of Aviator Elizabeth Coleman,Nikki Grimes,4.21,664.0,/book/show/180039.Talkin_About_Bessie,"Precious Ramotswe has only just set up shop as Botswana's No.1 (and only) lady detective when she is hired to track down a missing husband, uncover a con man, and follow a wayward daughter. However, the case that tugs at her heart, and lands her in danger, is a missing eleven-year-old boy, who may have been snatched by witch doctors.","['Biography', 'Childrens', 'Picture Books', 'Cultural', 'African American', 'History', 'Nonfiction', 'Childrens', 'Poetry', 'Cultural', 'Historical', 'Biography Memoir']",98.0
571,594,Stories of Initiation.,Wolfgang Staeck,3.47,17.0,/book/show/5964410-stories-of-initiation,"On a clear night in late June 2005, four U.S. Navy SEALs left their base in northern Afghanistan for the mountainous Pakistani border. Their mission was to capture or kill a notorious al Qaeda leader known to be ensconced in a Taliban stronghold surrounded by a small but heavily armed force. Less then twenty-four hours later, only one of those Navy SEALs remained alive.  This is the story of fire team leader Marcus Luttrell, the sole survivor of Operation Redwing, and the desperate battle in the mountains that led, ultimately, to the largest loss of life in Navy SEAL history. But it is also, more than anything, the story of his teammates, who fought ferociously beside him until he was the last one left-blasted unconscious by a rocket grenade, blown over a cliff, but still armed and still breathing. Over the next four days, badly injured and presumed dead, Luttrell fought off six al Qaeda assassins who were sent to finish him, then crawled for seven miles through the mountains before he was taken in by a Pashtun tribe, who risked everything to protect him from the encircling Taliban killers. A six-foot-five-inch Texan, Leading Petty Officer Luttrell takes us, blow-by-blow, through the brutal training of America's warrior elite and the relentless rites of passage required by the Navy SEALs. He transports us to a monstrous battle fought in the desolate peaks of Afghanistan, where the beleaguered American team plummeted headlong a thousand feet down a mountain as they fought back through flying shale and rocks. In this rich , moving chronicle of courage, honor, and patriotism, Marcus Luttrell delivers one of the most powerful narratives ever written about modern warfare-and a tribute to his teammates, who made the ultimate sacrifice for their country.",[],1.0
